Name,Code,Cat Code,Parent Manufacturer
f'real,FRL,PT_CATFREAL,
Formula 409,FRMF,PT_CAT374261,
Frontline International,FRO,PT_CATFRONTLINEINTL,
Frosty Factory,FRS,PT_CATFROSTY,
Freud Tools,FRTO,PT_CAT235571,
Fortune Plastics,FRTP,PT_CAT374725,
Aws Sales/Frybaskets.Com,FRYB,PT_CATAWSSALESFRYBASKETSCOM,
Fiorenzato,FRZO,PT_CAT375331,
Fasco,FSC,PT_CATFASCO,
Fish Oven,FSH,PT_CAT223772,
Fiskars,FSKR,PT_CAT235568,
Filtration System Products,FSPR,PT_CATFILTRATIONSYSTEMPRODUCTS,
Fortessa,FSSA,PT_CAT374710,
Fostoria,FST,PT_CAT223969,
Frost King,FSTK,PT_CAT375671,
Frost Products,FSTP,PT_CAT375528,
Flat Tech,FTCH,PT_CAT374752,
Feit Electric,FTEL,PT_CAT374909,
Fujitsu,FUJ,PT_CAT223900,
Fulton,FUL,PT_CAT223707,
Fulham,FULH,PT_CATFULHAM,
Fuller Industries,FULL,PT_CAT235474,
Funai,FUNA,PT_CAT375866,
Food Warming Equipment,FWE,PT_CAT1083,
Fowler High Precision,FWHP,PT_CAT375643,
Foxx Equipment,FX,PT_CATFOXXEQUIPMENT,
Fox Run Brands,FXBS,PT_CAT375362,
Flex Tape,FXTP,PT_CAT375415,
Good and Clean Company,GAC,PT_CAT223803,
G & A Commercial Seating,GACP,PT_CAT374755,
Gain,GAIN,PT_CAT374263,
Galley,GAL,PT_CAT223935,
Global Amici,GAMI,PT_CAT374719,
Ga Murdock,GAMK,PT_CAT374917,
Georgia Pacific,GAPC,PT_CAT235475,
Gardner Bender,GARB,PT_CAT374918,
GA Systems,GAS,PT_CAT224035,
Gas Appliance,GASA,PT_CATGASAPPLIANCE,
Gasoila,GASO,PT_CAT375790,
Gates Manufacturing,GAT,PT_CAT223911,
Gaylord,GAY,PT_CAT276716,
Gray Brothers Bag Inc,GBBI,PT_CAT375726,
Global Solutions,GBSN,PT_CAT374078,
Guardiar Corp,GDAR,PT_CAT375612,
Goodman,GDM,PT_CAT223825,
Goulds Pumps,GDSP,PT_CAT375909,
Good 'N Tuff,GDTF,PT_CAT374384,
Goodwrappers,GDWP,PT_CAT374645,
Golden West Equipment,GDWT,PT_CAT374549,
Goodyear,GDYR,PT_CATGOODYEAR,
GE Appliance,GE,PT_CAT288796,
Ge Current,GEC,PT_CAT374919,
Gree,GECO,PT_CAT375960,
Gedore,GEDO,PT_CAT374920,
Gemini,GEM,PT_CAT277394,
GEN,GENP,PT_CAT374024,
General Refrigeration,GENR,PT_CAT223970,
Genesis,GENS,PT_CAT374921,
Geotegrity,GEOT,PT_CAT235623,
Guardian Equipment,GEQ,PT_CAT374927,
Gerber,GERB,PT_CAT374444,
Gerson,GERS,PT_CAT375753,
Get Enterprises,GETE,PT_CAT374436,
Gexin,GEX,PT_CAT223769,
General Filters Inc,GFIL,PT_CAT375842,
Gf Piping Systems,GFPS,PT_CAT374922,
Ghent,GHNT,PT_CAT375603,
Green Heritage,GHRT,PT_CAT235648,
Gibraltar Ind Storage & V,GIBR,PT_CATGIBRALTARINDSTORAGEV,
Giles,GIL,PT_CAT1085,
Gillette,GILL,PT_CAT375867,
Gilmour,GILM,PT_CAT376081,
Glopack Inc,GINC,PT_CAT375725,
Giorik,GIOR,PT_CAT243562,
Garland,GL,PT_CAT1086,Welbilt
Glastender,GLA,PT_CAT1087,
Glad,GLAD,PT_CAT374265,
Good L Corp,GLCP,PT_CAT375582,
Great Lakes Casters,GLCS,PT_CATGREATLAKESCASTERS,
Gold Bond,GLDB,PT_CATGOLDBOND,
Glade,GLDE,PT_CAT374266,
Gold Medal Products,GLDM,PT_CAT48069,
Goldleaf Plastics,GLDP,PT_CATGOLDLEAFPLASTICS,
Global Industrial,GLIE,PT_CAT375747,
Global Industrial Equipment,GLIE,PT_CAT374669,
Globe,GLO,PT_CAT1088,Middleby
Glass Plus,GLPS,PT_CAT374267,
Global Refrigeration,GLR,PT_CAT243060,
Glaro,GLRO,PT_CAT374923,
Gleason Reel,GLSN,PT_CAT375540,
Glasspro,GLSP,PT_CAT374148,
Glisten,GLST,PT_CAT376017,
Glowear,GLWR,PT_CAT374924,
Crathco,GM,PT_CAT243081,Electro
Grindmaster,GM,PT_CAT1089,Electro
Grindmaster Cecilware,GM,PT_CATGMCW,Electro
General Machine Products,GMPC,PT_CAT375524,
GEM Refrigerator,GMR,PT_CAT224097,
Gourmet Display,GMTD,PT_CATGOURMETDISPLAY,
General Aire Systems,GNAR,PT_CAT376034,
Genpak,GNPK,PT_CAT374498,
Generac,GNRC,PT_CAT375418,
Green Rabbit,GNRT,PT_CAT374025,
Great Neck Saw,GNSM,PT_CAT235577,
Gonzo,GNZO,PT_CAT374269,
Goffs,GOFF,PT_CAT375640,
Go Green,GOGN,PT_CAT375555,
Gojo,GOJO,PT_CATGOJO,
Goof Off,GOOF,PT_CAT374925,
Goo Gone,GOOG,PT_CAT374270,
Gordon Brush,GORB,PT_CAT374499,
Grote Company,GOT,PT_CAT224068,
Goyen,GOY,PT_CAT223826,
General Pipe Cleaners,GPC,PT_CAT376030,
General Partition Company,GPPK,PT_CAT375724,
Genesis Power Tools,GPWR,PT_CAT375816,
Groen,GR,PT_CAT1090,Unified
Gralab,GRAA,PT_CAT374600,
Graphic Packaging,GRAH,PT_CAT374500,
Grand & Benedicts Store,GRBD,PT_CAT374702,
Grill-Brick,GRBK,PT_CAT374273,
Grand Rapids Chair Co,GRCC,PT_CAT236211,
Graco,GRCO,PT_CAT375410,
Green Creative,GRCV,PT_CAT375476,
Gardco,GRDO,PT_CAT235690,
Greenheck,GREE,PT_CATGREENCHECK,
Green Klean,GREK,PT_CAT235476,
Grundfos,GRFS,PT_CAT375890,
Gorilla Glue,GRGL,PT_CAT235575,
Granite Gold,GRGO,PT_CAT235576,
Grimac,GRI,PT_CAT1091,
Gridmann,GRID,PT_CAT374423,
GE Electrical,GRL,PT_CATGEELECTRICAL,
Grease Monkey,GRMK,PT_CAT374271,
Greenlee,GRNL,PT_CAT235675,
Grohe,GROH,PT_CAT374445,
Grosfillex,GRSF,PT_CAT375361,
Grasslin,GRSL,PT_CATGRASSLIN,
Germisept,GRST,PT_CAT374383,
Greenwald Industries,GRWI,PT_CAT375372,
Green Works,GRWK,PT_CAT374272,
General,GSL,PT_CAT1084,Legacy
Gold Star Moving Sup,GSMS,PT_CAT375685,
Gessner Products,GSPD,PT_CAT374689,
Gyros Precision Tools,GSPO,PT_CAT235579,
Gss Safety Llc,GSSF,PT_CAT374926,
Golden Star,GSTA,PT_CAT235647,
Greatstar Tools,GSTL,PT_CAT235578,
GSW,GSW,PT_CAT224088,
G-Tek,GTEK,PT_CAT374801,
Gti True,GTIT,PT_CATGTITRUE,
General Tools,GTLS,PT_CAT235574,
Gator,GTOR,PT_CAT374264,
Gates,GTS,PT_CAT375475,
Goatthroat,GTTP,PT_CAT375702,
GT Water Products,GTWP,PT_CAT374800,
Guardian Floor Protection,GUFP,PT_CAT374928,
Guardsman,GUMN,PT_CAT374929,
Genuine Joe,GUNJ,PT_CAT374382,
Gusto,GUST,PT_CAT349009,
Gloveplus,GVPS,PT_CAT374268,
G W Berkheimer,GWBK,PT_CATGWBERKHEIMER,
Gearwrench,GWRN,PT_CAT235674,
Goslyn,GYN,PT_CAT223971,
Garvey Products,GYPD,PT_CAT374617,
Gyptool,GYPT,PT_CAT374424,
HABCO,HAB,PT_CAT223726,
Handgards,HAGD,PT_CAT374569,
Haier,HAIE,PT_CAT235508,
Hajoca,HAJ,PT_CATHAJOCA,
Hallde,HAL,PT_CAT223739,
Hailo,HALO,PT_CAT374763,
Hallowell,HALW,PT_CAT374930,
Hamilton Beach Commercial,HAM,PT_CAT1093,
Halton,HAN,PT_CAT223872,
Hills & Parks Imports,HAPI,PT_CAT374502,
Harmon Kardon,HARK,PT_CAT375868,
Harris Equipment,HARR,PT_CAT1094,
H.A. Sparke Co Inc,HASP,PT_CATHASPARKECOINC,
Handy Wacks Corp,HAWC,PT_CAT374557,
Hubbell,HBL,PT_CATHUBBELLLIGHTING,
Hubert,HBRT,PT_CAT235524,
Honey Can Do,HCD,PT_CAT374938,
Hilliard's Chocolate System,HCS,PT_CAT224069,
Hammerall,HDC,PT_CATHAMMERALL,
Hand Hero,HDHO,PT_CAT374026,
Handlesets,HDL,PT_CATHANDLESETS,
Hydrotherm,HDRO,PT_CAT375962,
Headsweats,HDSW,PT_CAT374643,
Hardt,HDT,PT_CAT321892,
Heil,HEIL,PT_CAT235529,
J.A. Henckels,HEKL,PT_CAT374967,
Helmer,HEL,PT_CAT223843,
Henny Penny,HEN,PT_CAT1095,
Henkelman,HENK,PT_CAT243221,
Hewlett Packard,HEPK,PT_CAT374131,
Bauscherhepp,HEPP,PT_CAT374463,
Herman Miller,HERM,PT_CAT244408,
Hestan Commercial,HES,PT_CAT223915,
Household Essentials LLC,HESL,PT_CAT235584,
Hessaire,HESS,PT_CAT374933,
Heat Wagon,HEWA,PT_CAT374932,
Heyco,HEY,PT_CAT239339,
Heath-Zenith,HEZH,PT_CAT375758,
Hot Food Box,HFB,PT_CAT223918,
Harford Duracool,HFDC,PT_CATHARFORDDURACOOL,
Hoffman,HFMN,PT_CAT235705,
Handi Foil -Hfa,HFOA,PT_CAT374732,
Hefty,HFTY,PT_CAT374277,
Hangers Direct,HGDT,PT_CAT374788,
Highland,HGLD,PT_CAT374278,
Highside,HGSD,PT_CAT374934,
Hickory,HIC,PT_CAT222957,
Hikmicro,HIKM,PT_CAT375989,
Hillphoenix,HIL,PT_CATHILLPHOENIX,
Harold Import Company Inc,HIMC,PT_CAT375364,
Hinds-Bock,HIN,PT_CAT224002,
Hiretech,HIRE,PT_CAT374935,
Hisense,HISE,PT_CAT235515,
doughXpress,HIX,PT_CAT281889,
HIX Graphics,HIX,PT_CAT239340,
H&K International,HKI,PT_CAT2779508,
Hk Porter,HKPR,PT_CAT374274,
Helen's Asian Kitchen,HLAK,PT_CAT374079,
Heartland Label Printers,HLBP,PT_CAT375727,
Hall China,HLCH,PT_CAT374698,
Halco Lighting,HLCO,PT_CAT375470,
Hydro Life,HLF,PT_CAT224132,
Holmes,HLMS,PT_CAT374027,
Hilmor Tools,HLMT,PT_CAT375844,
Hilex Poly,HLPY,PT_CAT374614,
Halsey Taylor,HLS,PT_CAT223746,
Hilti,HLTI,PT_CAT375502,
Hellermann Tyton,HLTY,PT_CAT375469,
Hollowick,HLWK,PT_CAT375360,
Halex Company,HLXC,PT_CAT375404,
Healix,HLXE,PT_CAT374637,
Howard,HMC,PT_CAT223748,
H & M,HMCB,PT_CAT374785,
Homichef,HMCF,PT_CAT374080,
Home Plus,HMPL,PT_CAT374279,
Homax,HMX,PT_CAT374936,
Handi-Bag,HNDB,PT_CAT374276,
Hanson Heat Lamps,HNS,PT_CAT223873,
Huntington Grill,HNTG,PT_CAT376016,
Hanwha Techwin,HNTH,PT_CAT375437,
Honeywell,HNWL,PT_CATHONEYWELL,
Hobart,HOB,PT_CAT1096,ITW
HoodMart,HODM,PT_CAT223932,
Hoffmaster Group,HOFF,PT_CAT235477,
"Hoffmaster Group, Inc",HOFF,PT_CAT374685,
Holo-Krome,HOKR,PT_CAT375553,
Hollymatic,HOM,PT_CAT223852,
Hooyman,HOMN,PT_CAT374939,
Homz,HOMZ,PT_CAT235582,
Hon Company,HON,PT_CAT374937,
Hope'S,HOPE,PT_CAT374940,
Hoshizaki,HOS,PT_CAT1098,
Hoshizaki Cross Town,HOSH,PT_CATHOSHIZAKI_CROSSTOWN,
Hospeco,HOSP,PT_CAT235478,
Hot Point,HOT,PT_CAT1099,
Hoover Inc,HOVR,PT_CAT235583,
Howe,HOWE,PT_CAT223730,
Happy Chef,HPCH,PT_CAT374774,
Harpster Canopies,HPCP,PT_CAT375584,
Harper Trucks,HPTK,PT_CAT375661,
Hopkins Towing Solutions,HPTS,PT_CAT374941,
Hercules,HRC,PT_CAT224010,
Hardcast,HRDC,PT_CAT375854,
H Risch Inc,HRIN,PT_CAT375369,
Harger Lightning,HRLN,PT_CAT375438,
Hot Rocks Oven,HRO,PT_CAT224053,
Hart Cooley,HRTC,PT_CAT375910,
Heritage,HRTG,PT_CAT235580,
Horton,HRTN,PT_CATHORTON,
Heat Seal,HSC,PT_CAT281872,
Hospitality Furniture,HSFR,PT_CAT374748,
H S Inc,HSI,PT_CATHSINC,
Husky,HSKY,PT_CAT376013,
Hungsiu Steel Prds Mfg,HSPM,PT_CATHUNGSIUSTEELPRDSMFG,
Hospitality Brands,HSPT,PT_CAT374081,
Holstein Manufacturing,HST,PT_CAT224070,
Houstons Inc,HSTN,PT_CATHOUSTONSINC,
Hostar,HSTR,PT_CAT374007,
Hatco,HT,PT_CAT1100,
Htc,HTC,PT_CAT374942,
Hitachi,HTCH,PT_CAT235581,
Heatco,HTCO,PT_CAT375961,
Heatcraft,HTCR,PT_CAT293557,
Heat and Control,HTCT,PT_CAT1101,
H T H,HTH,PT_CATHTH,
HTP,HTPD,PT_CAT223972,
Heathrow Scientific,HTSC,PT_CAT235673,
Heatstar,HTSR,PT_CAT375624,
Hutzler,HTZR,PT_CAT374781,
Hubbell Heaters,HUB,PT_CAT242318,
Huebsch,HUEB,PT_CAT275126,
Hughes,HUGH,PT_CAT376078,Justrite
Hussmann,HUS,PT_CAT47945,
Huskie Tools,HUSK,PT_CAT374943,
Husqvarna,HUSQ,PT_CAT374944,
Huhtamaki,HUTA,PT_CAT374730,
Havells,HVLL,PT_CAT375516,
Haws,HWS,PT_CAT223874,
Hydrabarrier,HYBR,PT_CAT375650,
Hyde,HYDE,PT_CAT374945,
Hydro Systems,HYDR,PT_CATHYDROSYSTEMS,
Hygenall Hexoff,HYGL,PT_CAT374946,
Hydra-Kool,HYKL,PT_CATHYDRAKOOL,
Hydra Rinse,HYR,PT_CAT224228,
Hayward,HYWD,PT_CAT374931,
Iceberg Enterprises,ICBG,PT_CAT374947,
Icy-Cools,ICCP,PT_CAT374623,
Ice O Matic,ICE,PT_CAT1102,Aligroup
International Comfort,ICF,PT_CAT223827,
Icm,ICM,PT_CATICM,
Cornelius,ICO,PT_CAT1103,Marmon
Airquest,ICP,PT_CAT235525,
Arcoaire,ICP,PT_CAT235526,
Comfortmaker,ICP,PT_CAT235527,
Day & Night,ICP,PT_CAT235528,
International Comfort Products,ICP,PT_CAT235502,
KeepRite,ICP,PT_CAT235530,International Comfort Products
International Cold Storage,ICS,PT_CAT1104,
Iconex,ICX,PT_CAT374949,
International Door Closer,IDC,PT_CATINTERNATIONALDOORCLOSER,
Ideal,IDL,PT_CAT374951,
Idesign,IDSN,PT_CAT374765,
IDW,IDW,PT_CAT223973,
International Environmental Corporation,IEC,PT_CAT236213,
Elkon Industries,IESC,PT_CAT1064,
IES,IESC,PT_CAT374008,
"La-Co Industries, Inc.",IESC,PT_CAT374994,
Infra Corp,IFAC,PT_CAT374082,
IFI America,IFI,PT_CAT235444,
iFlo,IFLO,PT_CAT2905191,
Ifm,IFM,PT_CAT374952,
Infrico,IFR,PT_CAT223736,
Infratech,IFT,PT_CAT235716,
Inglese Box Company,IGBC,PT_CAT374615,
Igloo,IGLO,PT_CAT374953,
Industrial Kitchen Parts,IKPC,PT_CATINDUSTRIALKITCHEN,
Illycaffe Espresso,IL,PT_CAT1105,
Kaba Ilco,ILCO,PT_CAT374979,
Islandaire,ILD,PT_CAT223828,
Impact Absorbents,IMAB,PT_CAT374757,
Ice Maid,IMAI,PT_CAT224071,
Imbera,IMB,PT_CAT281875,
Imperial Blades,IMBL,PT_CAT375392,
Imperia,IME,PT_CAT223716,
Imperial Eastman,IMEA,PT_CATIMPERIALEASTMAN,
Imex Vision,IMEX,PT_CAT374572,
Intermetro,IMI,PT_CAT1106,Aligroup
Imperial,IMP,PT_CAT1107,Middleby
Impact Products,IMPP,PT_CAT235479,
Imperial Stride Tool,IMST,PT_CAT374954,
Integrated Bagging Systems,INBS,PT_CAT235585,
Indiana Carton Company,INCC,PT_CAT374558,
Ironclad,INCD,PT_CAT374028,
Incom Manufacturing Group,INCM,PT_CAT374955,
Indeeco,INDC,PT_CAT223974,
Infinity Drain,INDN,PT_CAT375931,
Industrial Vacuum Systems,INDT,PT_CATINDUSTRIALVACUUMSYSTEMS,
Inficon,INF,PT_CATINFICON,
Inno-Pak,INNO,PT_CAT374504,
Instant-Off,INO,PT_CATINSTANTOFF,
Innovera,INOV,PT_CAT375783,
Inteplast Group,INPG,PT_CAT374385,
Inteplast,INPL,PT_CAT235480,
Interrol Canada,INR,PT_CAT243219,
Ingersoll Rand,INRA,PT_CAT374956,
Insinkerator,INS,PT_CAT1108,
Insize,INSZ,PT_CAT375639,
Intedge,INT,PT_CATINTEDGE,
Intek,INTK,PT_CATINTEK,
Intermatic,INTM,PT_CATINTERMATIC,
Interion,INTN,PT_CAT375704,
Intl Patterns,INTP,PT_CATINTLPATTERNS,
International Tableware,INTW,PT_CAT374083,
Io Hvac Controls,IOHC,PT_CAT374958,
Iowa Rotocast Plastics,IORP,PT_CAT224057,
Iowa Coolers,IOW,PT_CAT224072,
Ipa,IPA,PT_CAT374959,
Ipex,IPEX,PT_CAT375471,
Ipg,IPG,PT_CAT374960,
Inline Plastics,IPLA,PT_CAT374503,
Imperial Manufacturing Group,IPMG,PT_CAT376038,
Instant Power Professional,IPP,PT_CAT374957,
International Paper,IPPR,PT_CAT235649,
Impressa,IPR,PT_CAT224058,
IPSO,IPS,PT_CATIPSO,
Imperial Tools,IPTL,PT_CAT375849,
Ironguard,IRGD,PT_CAT374962,
Irinox,IRI,PT_CATIRINOX,
Iron Out,IRON,PT_CAT374961,
Intl Refrigeration Products,IRP,PT_CATINTLREFRIGERATIONPRODUC,
Irish Spring,IRSP,PT_CAT374280,
Ironwood,IRWD,PT_CAT374705,
Irwin,IRWN,PT_CAT374963,
ISA,ISA,PT_CAT223750,
Ilsco,ISCO,PT_CAT375421,
Ishida,ISDA,PT_CAT374964,
Insinger,ISG,PT_CAT1109,
Isinglass,ISGL,PT_CAT374675,
Innoseal Systems Inc,ISI,PT_CAT374603,
ISI,ISII,PT_CAT374084,
Island Oasis,ISL,PT_CAT223943,
Insignia,ISNA,PT_CAT374132,
I S S,ISS,PT_CATISS,
ITM,ITMC,PT_CAT235693,
ITV Ice Makers,ITV,PT_CAT223845,
ITW Pro Brands,ITWP,PT_CAT235481,
Ivory,IVRY,PT_CAT374966,
Iwatani,IWNI,PT_CAT374604,
Jason Enterprises,JA,PT_CAT1110,
Jac Machines,JAA,PT_CAT223919,
Jackson,JAC,PT_CAT1111,
Jacobs Chuck,JACH,PT_CAT375768,
Jacob Holtz Co,JACO,PT_CATJACOBHOLTZCO,
Jaguar Plastics,JAGP,PT_CAT374386,
Jamison,JAM,PT_CAT223757,
Jamco,JAMC,PT_CAT374969,
Java Suits,JASU,PT_CAT374505,
Jbc,JBC,PT_CATJBC,
Jb Industries,JBI,PT_CATJBINDUSTRIES,
Jbl,JBLA,PT_CAT374585,
J.B. Prince,JBPR,PT_CAT374673,
JBT,JBT,PT_CAT243170,
JBT Vibratory,JBTV,PT_CAT229708,
J-B Weld,JBWD,PT_CAT374972,
Jacto,JCB,PT_CAT374641,
Jaccard,JCC,PT_CAT224073,
Jackson Safety,JCST,PT_CAT374050,
Jade,JD,PT_CAT1112,Middleby
Diversey,JDIV,PT_CAT235483,
J&D Manufacturing,JDM,PT_CAT375630,
Jandorf,JDRF,PT_CAT375757,
Jet,JET,PT_CAT374974,
Jewett,JEWT,PT_CAT224136,
John Guest,JHNG,PT_CAT375598,
Johnson - Rose,JHNR,PT_CATJOHNSONROSE,
Jay Import Company,JIC,PT_CAT374648,
Jimco,JIM,PT_CAT25499945,
Jarke,JKE,PT_CAT374971,
Jacknob,JKNB,PT_CATJACKNOB,
Jackson Door,JKSN,PT_CATJACKSONDOOR,
Julabo,JLBO,PT_CAT374977,
Jlf Pro,JLFP,PT_CAT375570,
Jl Industries,JLI,PT_CAT375684,
Jlr Industries,JLRI,PT_CAT375825,
Jomax,JMAX,PT_CAT374190,
Justman Brush Company,JMBC,PT_CAT374609,
Jameson,JMSN,PT_CAT374970,
Jendyk,JNDY,PT_CAT375705,
Jet Net,JNET,PT_CAT374506,
Johnson Level,JNLV,PT_CAT375382,
Johnson Controls,JOC,PT_CAT239323,
Joe Tap,JOE,PT_CAT224229,
Joefrex,JOFZ,PT_CAT375329,
John Boos,JOH,PT_CAT1113,
Johnstone Supply,JOHN,PT_CATJOHNSTONESUPPLY,
Johnson & Johnson,JOJO,PT_CAT235482,
Locknane,JOLC,PT_CAT374510,
Jones Zylon,JON,PT_CAT224109,
Josam,JOS,PT_CATJOSAM,
Jonard Tools,JOTL,PT_CAT374975,
Jackson Professional Tool,JPT,PT_CAT374968,
Jore Corporation,JRCO,PT_CAT235586,
J&R Manufacturing,JRM,PT_CAT285089,
Jersey Bottles,JRSY,PT_CAT375728,
Jetspray,JS,PT_CAT1114,
Jasco,JSCO,PT_CAT374281,
Jet Tech,JTD,PT_CAT1115,
JTape,JTPE,PT_CAT374009,
Justrite,JTRT,PT_CAT374387,
Jubilee,JUBI,PT_CAT374425,
Juno Lighting Group,JUNO,PT_CATJUNOLIGHTINGGROUP,
Jumbo Pumie,JUPE,PT_CAT374978,
Jvc,JVCA,PT_CAT374586,
J W Harris Company,JWH,PT_CATJWHARRISCOMPANY,
Kaak Group,KAAK,PT_CAT1116,
KABTech Corp,KAB,PT_CAT224110,
Kaboom,KABM,PT_CAT374282,
Kaper Ii Inc,KAII,PT_CAT374980,
Kopykake,KAKE,PT_CAT374508,
Kanpak,KAN,PT_CATKANPAK,
Kanak Naturals,KANL,PT_CAT374646,
Karat,KART,PT_CAT376069,
Kason,KAS,PT_CAT1117,
Kattex,KATT,PT_CAT2898233,
Kawneer,KAWN,PT_CATKAWNEER,
Kobalt,KBLT,PT_CAT376021,
Kimberly-Clark,KC,PT_CATKIMBERLYCLARK,
Koch Supplies,KCHS,PT_CAT375370,
Kold-Draft,KD,PT_CAT1118,Legacy
Keating,KEA,PT_CAT1119,
Kendro,KED,PT_CAT223941,
Keeprite Refrigeration,KEE,PT_CAT223741,
Shaver - Keen Kutter,KEEK,PT_CATKEENKUTTER,
Kee'S Inc.,KEES,PT_CATKEESINC,
Kiefer,KEIF,PT_CATKIEFER,
Kelvinator,KEL,PT_CAT1120,
Kele,KELP,PT_CAT375963,
Ken Onion,KENO,PT_CAT374435,
Kerr,KERR,PT_CAT374283,
Keson,KESN,PT_CAT374982,
Kess,KESS,PT_CAT374388,
Kestrel,KEST,PT_CAT235456,
Keo Tools,KETL,PT_CAT374981,
Kewanee Washer,KEW,PT_CAT224111,
Kenwood,KEWO,PT_CAT374593,
K-Flex,KFLX,PT_CAT375599,
Kreg Tool,KGTL,PT_CAT235588,
Kh Industries,KHI,PT_CAT374983,
Kidde,KIDD,PT_CATKIDDE,
KIEFER,KIEF,,
Kik Custom Products,KIKC,PT_CAT235484,
Kimtech,KIMT,PT_CAT374284,
Kitchen Aid,KIT,PT_CAT1121,
Kitchenaid Cross Town,KITC,PT_CATKITCHENAID_CROSSTOWN,
Kiwi,KIWI,PT_CAT374285,
Kelloggs,KLG,PT_CATKELLOGGS,
Klein Tools,KLIN,PT_CAT235711,
Killion,KLL,PT_CAT223725,
Kalalou,KLLO,PT_CAT374661,
Kollmorgen,KLMN,PT_CAT374988,
Kleenguard,KLNG,PT_CAT374142,
Klean Strip,KLNS,PT_CAT374286,
Kleenex,KLNX,PT_CAT374287,
Kloppenberg,KLOP,PT_CAT1122,
Kolpak,KLP,PT_CAT1123,Welbilt
Kohler Engine,KLRE,PT_CAT374987,
Killark,KLRK,PT_CAT375465,
Kool Star,KLST,PT_CATKOOLSTAR,
Klub Tech,KLUB,PT_CAT223684,
Kmc Controls,KMC,PT_CAT374986,
Kramer,KMR,PT_CAT223875,
Kelmax,KMX,PT_CAT224004,
Kingston Brass,KNBS,PT_CAT376047,
Keneco,KNCO,PT_CAT375560,
Kennedy,KNDY,PT_CAT375634,
Kingscote,KNGC,PT_CAT374984,
King Inovations,KNGI,PT_CAT375501,
KNG,KNGU,PT_CAT374085,
Knight Equipment,KNI,PT_CAT224013,
Kenmore,KNM,PT_CAT224039,
Keeney Manufacturing,KNMF,PT_CAT375376,
Kintera,KNTA,PT_CAT349008,
Kantek,KNTK,PT_CAT374029,
Koenig,KOE,PT_CAT223679,
Koch Filter,KOFL,PT_CAT2905192,
Kohler,KOHL,PT_CAT375925,
Kook-E-King,KOK,PT_CAT223876,
Koala,KOLA,PT_CATKOALA,
Komelon,KOME,PT_CAT375788,
Kool-It,KOOL,PT_CAT242751,
Korin Japanese Trading,KORN,PT_CAT374693,
Kova,KOVA,PT_CAT235516,
Knipex,KPEX,PT_CAT235587,
KineticoPRO,KPRO,PT_CAT238323,
KEEPRITE REFRIGERATION,KPRT,,
KPS Global,KPS,PT_CAT224128,
Karma,KR,PT_CAT1124,
Kirby,KRBY,PT_CAT376008,
Karcher,KRCH,PT_CAT235651,
Krueter Controls,KRCL,PT_CAT374990,
Krud Kutter Pro,KRDP,PT_CAT374191,
Kraft Tool,KRFT,PT_CAT374989,
Kresto-Heritage,KRHT,PT_CAT374580,
Kairak,KRK,PT_CAT1125,ITW
Krud Kutter,KRKT,PT_CAT374171,
Korky,KRKY,PT_CAT376024,
Kronen,KRO,PT_CAT223777,
Krampouz-Eurodib,KRP,PT_CAT14880,
Krowne,KRW,PT_CAT255153,
Krylon Industrial Products Group,KRY,PT_CAT374991,
Kissler,KSLR,PT_CAT374985,
Kitchen Tech,KTCH,PT_CATKITCHENTECH,
Kittrich,KTRC,PT_CAT374701,
Kuhn Rikon,KURI,PT_CAT374086,
Kutol,KUTL,PT_CAT235504,
Kutler,KUTR,PT_CAT374426,
Kunkle Valve,KUVL,PT_CAT375964,
Kaivac,KVAC,PT_CAT223798,
Kwc,KWCH,PT_CAT375927,
Kwik-Covers,KWCO,PT_CAT374602,
Kwik Lok,KWK,PT_CAT223765,
Kwikool,KWKL,PT_CAT375628,
K&W Products,KWP,PT_CAT375483,
Kenyon,KYN,PT_CAT223975,
Keystone Safety,KYSN,PT_CAT375682,
Kyoritsu,KYSU,PT_CAT235697,
Laars Heating Systems,LAAR,PT_CAT374992,
La-Co Markal,LACM,PT_CAT375472,
La Crosse Technology,LACR,PT_CAT374087,
Lainox,LAI,PT_CAT236205,
Lakeside,LAK,PT_CAT1126,
La Marzocco,LAM,PT_CAT223776,
Lancer,LAN,PT_CAT1127,
Lann's Linens,LANL,PT_CAT374427,
LaRosa,LAR,PT_CAT48089,
La Spaziale,LAS,PT_CAT224005,
Last Confection,LASC,PT_CAT374428,
Lasko,LASO,PT_CAT374133,
Lattner Boiler,LAT,PT_CAT224074,
Lavelle,LAVE,PT_CAT375932,
Lavi Industries,LAVI,PT_CAT374997,
LazyMan,LAZ,PT_CAT224055,
LB White,LB,PT_CAT224075,
LBC Bakery Equipment,LBC,PT_CAT1128,
Labchem,LBCM,PT_CAT374993,
Lbp Manufacturing,LBMG,PT_CAT374747,
Libman,LBMN,PT_CAT235589,
Liberty Pumps,LBTP,PT_CAT375891,
Lance,LCE,PT_CAT223976,
Cimbali,LCI,PT_CAT223774,
Louisville,LCM,PT_CAT223762,
Labconco,LCO,PT_CAT223977,
Lancaster Colony,LCOL,PT_CAT374717,
Lindar Corporation,LCOR,PT_CAT375729,
Lucas Oil,LCSO,PT_CAT374030,
Lumenite Control Technology Inc.,LCT,PT_CAT375014,
Lodge,LDGE,PT_CAT374091,
Liquid-Plumr,LDPR,PT_CAT374291,
Leodoro Espresso,LE,PT_CAT1129,
Leader Refrigeration,LEA,PT_CAT223877,
